Research Class,DTC Code,DTC Definition,Mapping Strength,Interpretation for This Class,Common Symptoms,Likely Diagnosis / Hypothesis,Toyota Examples,Nissan Examples,Volvo Examples,0
RADIATOR_FAN_ISSUE,P0695,Fan 3 Control Circuit Low,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
RADIATOR_FAN_ISSUE,P0696,Fan 3 Control Circuit High,Direct/Strong,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Overheating at idle/traffic; fan does not run or runs abnormally; A/C performance may drop; temperature rises at low road speed.,"Cooling-fan motor, relay/module, speed sensor, power/ground or ECU control-circuit fault.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","Fan DTC can be the cause of overheating, but cooling-system flow/thermostat/coolant level must still be checked."
COOLANT_LOW,P0125,Insufficient Coolant Temperature for Closed Loop Fuel Control,Indirect,Shows abnormal coolant-temperature behavior/over-temperature; coolant quantity must be checked physically.,Temperature warning; heater output changes; overheating; temperature fluctuation; possible coolant smell or visible leak.,"Cooling-system abnormality consistent with low coolant, thermostat, leak, air pocket or sensor issue.","Corolla, Axio, Vitz, Prius, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60, XC90",No universal generic DTC proves 'coolant low'. These codes are evidence only; physical level/leak inspection is required.
COOLANT_LOW,P0126,Insufficient Coolant Temperature for Stable Operation,Indirect,Shows abnormal coolant-temperature behavior/over-temperature; coolant quantity must be checked physically.,Temperature warning; heater output changes; overheating; temperature fluctuation; possible coolant smell or visible leak.,"Cooling-system abnormality consistent with low coolant, thermostat, leak, air pocket or sensor issue.","Corolla, Axio, Vitz, Prius, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60, XC90",No universal generic DTC proves 'coolant low'. These codes are evidence only; physical level/leak inspection is required.
COOLANT_LOW,P0128,Coolant Thermostat (Coolant Temp Below Thermostat Regulating Temperature),Indirect,Shows abnormal coolant-temperature behavior/over-temperature; coolant quantity must be checked physically.,Temperature warning; heater output changes; overheating; temperature fluctuation; possible coolant smell or visible leak.,"Cooling-system abnormality consistent with low coolant, thermostat, leak, air pocket or sensor issue.","Corolla, Axio, Vitz, Prius, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60, XC90",No universal generic DTC proves 'coolant low'. These codes are evidence only; physical level/leak inspection is required.
COOLANT_LOW,P0217,Engine Overtemp Condition,Indirect,Shows abnormal coolant-temperature behavior/over-temperature; coolant quantity must be checked physically.,Temperature warning; heater output changes; overheating; temperature fluctuation; possible coolant smell or visible leak.,"Cooling-system abnormality consistent with low coolant, thermostat, leak, air pocket or sensor issue.","Corolla, Axio, Vitz, Prius, Hilux","March, Note, Sunny, X-Trail, Navara","S40, S60, V60, XC60, XC90",No universal generic DTC proves 'coolant low'. These codes are evidence only; physical level/leak inspection is required.
FUEL_FILTER_CLOGGED,P0087,Fuel Rail/System Pressure - Too Low,Indirect/Supportive,Shows fuel-pressure/delivery abnormality; restriction from a clogged filter is one hypothesis among pump/regulator/sensor causes.,Power loss under load; long crank; stalling; poor acceleration; rail pressure lower than commanded.,"Fuel-delivery restriction possible, including clogged filter; pump, regulator, supply line, sensor or injector faults can produce the same DTCs.",Hilux/diesel; petrol models if serviceable filter,X-Trail/Navara diesel; petrol models if serviceable filter,Diesel S60/V60/XC60; engine-specific,DTC cannot distinguish a clogged filter from a weak pump or regulator without pressure/flow testing.
FUEL_FILTER_CLOGGED,P0089,Fuel Pressure Regulator Performance,Indirect/Supportive,Shows fuel-pressure/delivery abnormality; restriction from a clogged filter is one hypothesis among pump/regulator/sensor causes.,Power loss under load; long crank; stalling; poor acceleration; rail pressure lower than commanded.,"Fuel-delivery restriction possible, including clogged filter; pump, regulator, supply line, sensor or injector faults can produce the same DTCs.",Hilux/diesel; petrol models if serviceable filter,X-Trail/Navara diesel; petrol models if serviceable filter,Diesel S60/V60/XC60; engine-specific,DTC cannot distinguish a clogged filter from a weak pump or regulator without pressure/flow testing.
FUEL_FILTER_CLOGGED,P0093,Fuel System Leak Detected - Large Leak,Indirect/Supportive,Shows fuel-pressure/delivery abnormality; restriction from a clogged filter is one hypothesis among pump/regulator/sensor causes.,Power loss under load; long crank; stalling; poor acceleration; rail pressure lower than commanded.,"Fuel-delivery restriction possible, including clogged filter; pump, regulator, supply line, sensor or injector faults can produce the same DTCs.",Hilux/diesel; petrol models if serviceable filter,X-Trail/Navara diesel; petrol models if serviceable filter,Diesel S60/V60/XC60; engine-specific,DTC cannot distinguish a clogged filter from a weak pump or regulator without pressure/flow testing.
FUEL_FILTER_CLOGGED,P0191,Fuel Rail Pressure Sensor Circuit Range/Performance,Indirect/Supportive,Shows fuel-pressure/delivery abnormality; restriction from a clogged filter is one hypothesis among pump/regulator/sensor causes.,Power loss under load; long crank; stalling; poor acceleration; rail pressure lower than commanded.,"Fuel-delivery restriction possible, including clogged filter; pump, regulator, supply line, sensor or injector faults can produce the same DTCs.",Hilux/diesel; petrol models if serviceable filter,X-Trail/Navara diesel; petrol models if serviceable filter,Diesel S60/V60/XC60; engine-specific,DTC cannot distinguish a clogged filter from a weak pump or regulator without pressure/flow testing.
FUEL_FILTER_CLOGGED,P0192,Fuel Rail Pressure Sensor Circuit Low Input,Indirect/Supportive,Shows fuel-pressure/delivery abnormality; restriction from a clogged filter is one hypothesis among pump/regulator/sensor causes.,Power loss under load; long crank; stalling; poor acceleration; rail pressure lower than commanded.,"Fuel-delivery restriction possible, including clogged filter; pump, regulator, supply line, sensor or injector faults can produce the same DTCs.",Hilux/diesel; petrol models if serviceable filter,X-Trail/Navara diesel; petrol models if serviceable filter,Diesel S60/V60/XC60; engine-specific,DTC cannot distinguish a clogged filter from a weak pump or regulator without pressure/flow testing.
FUEL_FILTER_CLOGGED,P0193,Fuel Rail Pressure Sensor Circuit High Input,Indirect/Supportive,Shows fuel-pressure/delivery abnormality; restriction from a clogged filter is one hypothesis among pump/regulator/sensor causes.,Power loss under load; long crank; stalling; poor acceleration; rail pressure lower than commanded.,"Fuel-delivery restriction possible, including clogged filter; pump, regulator, supply line, sensor or injector faults can produce the same DTCs.",Hilux/diesel; petrol models if serviceable filter,X-Trail/Navara diesel; petrol models if serviceable filter,Diesel S60/V60/XC60; engine-specific,DTC cannot distinguish a clogged filter from a weak pump or regulator without pressure/flow testing.
ENGINE_OVERHEAT_SEVERE,P0217,Engine Overtemp Condition,Direct for overtemp / supportive for cause,"Direct evidence of an over-temperature event, but not of the underlying cause.",Temperature gauge/warning high; coolant boiling; loss of power; steam; possible limp mode; fan-related overheating.,"Engine over-temperature event; determine coolant loss, thermostat, fan, water pump, radiator restriction or combustion-gas cause.","Corolla, Axio, Vitz, Hilux","March, Note, X-Trail, Navara","S60, V60, XC60, XC90",P0217 indicates an over-temperature condition; it does not identify the root cause.
ENGINE_OVERHEAT_SEVERE,P0480,Cooling Fan 1 Control Circuit Malfunction,Direct for overtemp / supportive for cause,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Temperature gauge/warning high; coolant boiling; loss of power; steam; possible limp mode; fan-related overheating.,"Engine over-temperature event; determine coolant loss, thermostat, fan, water pump, radiator restriction or combustion-gas cause.","Corolla, Axio, Vitz, Hilux","March, Note, X-Trail, Navara","S60, V60, XC60, XC90",P0217 indicates an over-temperature condition; it does not identify the root cause.
ENGINE_OVERHEAT_SEVERE,P0481,Cooling Fan 2 Control Circuit Malfunction,Direct for overtemp / supportive for cause,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Temperature gauge/warning high; coolant boiling; loss of power; steam; possible limp mode; fan-related overheating.,"Engine over-temperature event; determine coolant loss, thermostat, fan, water pump, radiator restriction or combustion-gas cause.","Corolla, Axio, Vitz, Hilux","March, Note, X-Trail, Navara","S60, V60, XC60, XC90",P0217 indicates an over-temperature condition; it does not identify the root cause.
ENGINE_OVERHEAT_SEVERE,P0528,Fan Speed Sensor Circuit No Signal,Direct for overtemp / supportive for cause,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Temperature gauge/warning high; coolant boiling; loss of power; steam; possible limp mode; fan-related overheating.,"Engine over-temperature event; determine coolant loss, thermostat, fan, water pump, radiator restriction or combustion-gas cause.","Corolla, Axio, Vitz, Hilux","March, Note, X-Trail, Navara","S60, V60, XC60, XC90",P0217 indicates an over-temperature condition; it does not identify the root cause.
ENGINE_OVERHEAT_SEVERE,P0691,Fan 1 Control Circuit Low,Direct for overtemp / supportive for cause,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Temperature gauge/warning high; coolant boiling; loss of power; steam; possible limp mode; fan-related overheating.,"Engine over-temperature event; determine coolant loss, thermostat, fan, water pump, radiator restriction or combustion-gas cause.","Corolla, Axio, Vitz, Hilux","March, Note, X-Trail, Navara","S60, V60, XC60, XC90",P0217 indicates an over-temperature condition; it does not identify the root cause.
ENGINE_OVERHEAT_SEVERE,P0693,Fan 2 Control Circuit Low,Direct for overtemp / supportive for cause,"Strong evidence for the named subsystem/fault family; confirm the failed component using live data, electrical/mechanical tests and OEM procedure.",Temperature gauge/warning high; coolant boiling; loss of power; steam; possible limp mode; fan-related overheating.,"Engine over-temperature event; determine coolant loss, thermostat, fan, water pump, radiator restriction or combustion-gas cause.","Corolla, Axio, Vitz, Hilux","March, Note, X-Trail, Navara","S60, V60, XC60, XC90",P0217 indicates an over-temperature condition; it does not identify the root cause.
ABS_SENSOR_RUST_CORROSION,C0035,Left Front Wheel Speed Circuit Malfunction,Strong for ABS sensor/circuit; corrosion cause needs inspection,"Identifies ABS/wheel-speed circuit/communication evidence; rust/corrosion is an inspected root cause, not encoded in the generic DTC.",ABS/traction warning; intermittent wheel-speed dropout; ABS activation at low speed; warnings after wet conditions possible.,"Wheel-speed sensor/tone-ring/wiring/connector fault. Rust, corrosion, water ingress or bearing play are physical causes to inspect.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40/V40, S60, V60, XC60","Generic DTC can identify the affected wheel-speed circuit, but cannot prove rust/corrosion as the cause."
ABS_SENSOR_RUST_CORROSION,C0040,Right Front Wheel Speed Circuit Malfunction,Strong for ABS sensor/circuit; corrosion cause needs inspection,"Identifies ABS/wheel-speed circuit/communication evidence; rust/corrosion is an inspected root cause, not encoded in the generic DTC.",ABS/traction warning; intermittent wheel-speed dropout; ABS activation at low speed; warnings after wet conditions possible.,"Wheel-speed sensor/tone-ring/wiring/connector fault. Rust, corrosion, water ingress or bearing play are physical causes to inspect.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40/V40, S60, V60, XC60","Generic DTC can identify the affected wheel-speed circuit, but cannot prove rust/corrosion as the cause."
ABS_SENSOR_RUST_CORROSION,C0041,Right Front Wheel Speed Sensor Circuit Range/Performance (EBCM),Strong for ABS sensor/circuit; corrosion cause needs inspection,"Identifies ABS/wheel-speed circuit/communication evidence; rust/corrosion is an inspected root cause, not encoded in the generic DTC.",ABS/traction warning; intermittent wheel-speed dropout; ABS activation at low speed; warnings after wet conditions possible.,"Wheel-speed sensor/tone-ring/wiring/connector fault. Rust, corrosion, water ingress or bearing play are physical causes to inspect.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40/V40, S60, V60, XC60","Generic DTC can identify the affected wheel-speed circuit, but cannot prove rust/corrosion as the cause."
ABS_SENSOR_RUST_CORROSION,C0045,Left Rear Wheel Speed Circuit Malfunction,Strong for ABS sensor/circuit; corrosion cause needs inspection,"Identifies ABS/wheel-speed circuit/communication evidence; rust/corrosion is an inspected root cause, not encoded in the generic DTC.",ABS/traction warning; intermittent wheel-speed dropout; ABS activation at low speed; warnings after wet conditions possible.,"Wheel-speed sensor/tone-ring/wiring/connector fault. Rust, corrosion, water ingress or bearing play are physical causes to inspect.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40/V40, S60, V60, XC60","Generic DTC can identify the affected wheel-speed circuit, but cannot prove rust/corrosion as the cause."
ABS_SENSOR_RUST_CORROSION,C0046,Left Rear Wheel Speed Sensor Circuit Range/Performance (EBCM),Strong for ABS sensor/circuit; corrosion cause needs inspection,"Identifies ABS/wheel-speed circuit/communication evidence; rust/corrosion is an inspected root cause, not encoded in the generic DTC.",ABS/traction warning; intermittent wheel-speed dropout; ABS activation at low speed; warnings after wet conditions possible.,"Wheel-speed sensor/tone-ring/wiring/connector fault. Rust, corrosion, water ingress or bearing play are physical causes to inspect.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40/V40, S60, V60, XC60","Generic DTC can identify the affected wheel-speed circuit, but cannot prove rust/corrosion as the cause."
ABS_SENSOR_RUST_CORROSION,U0121,Lost Communication With Anti-Lock Brake System (ABS) Control Module,Strong for ABS sensor/circuit; corrosion cause needs inspection,"Identifies ABS/wheel-speed circuit/communication evidence; rust/corrosion is an inspected root cause, not encoded in the generic DTC.",ABS/traction warning; intermittent wheel-speed dropout; ABS activation at low speed; warnings after wet conditions possible.,"Wheel-speed sensor/tone-ring/wiring/connector fault. Rust, corrosion, water ingress or bearing play are physical causes to inspect.","Corolla, Axio, Vitz, Prius/Aqua","March, Note, Sunny, X-Trail","S40/V40, S60, V60, XC60","Generic DTC can identify the affected wheel-speed circuit, but cannot prove rust/corrosion as the cause."
BATTERY_JUMP,P0560,System Voltage Malfunction,Supportive,Supports a low-voltage/no-start event; does not prove that jump-starting is the correct final repair.,Slow/no crank; dim lights; modules resetting; low-voltage warnings; vehicle may start after jump assistance.,"Low system voltage event. Battery discharge is plausible but alternator, cable/ground, parasitic draw or connection fault must be excluded.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","'Jump-start' is an action, not a DTC diagnosis. Use DTC only as supporting evidence."
BATTERY_JUMP,P0561,System Voltage Unstable,Supportive,Supports a low-voltage/no-start event; does not prove that jump-starting is the correct final repair.,Slow/no crank; dim lights; modules resetting; low-voltage warnings; vehicle may start after jump assistance.,"Low system voltage event. Battery discharge is plausible but alternator, cable/ground, parasitic draw or connection fault must be excluded.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","'Jump-start' is an action, not a DTC diagnosis. Use DTC only as supporting evidence."
BATTERY_JUMP,P0562,System Voltage Low,Supportive,Supports a low-voltage/no-start event; does not prove that jump-starting is the correct final repair.,Slow/no crank; dim lights; modules resetting; low-voltage warnings; vehicle may start after jump assistance.,"Low system voltage event. Battery discharge is plausible but alternator, cable/ground, parasitic draw or connection fault must be excluded.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","'Jump-start' is an action, not a DTC diagnosis. Use DTC only as supporting evidence."
BATTERY_JUMP,U0100,"Lost Communication With ECM/PCM ""A""",Supportive,Supports a low-voltage/no-start event; does not prove that jump-starting is the correct final repair.,Slow/no crank; dim lights; modules resetting; low-voltage warnings; vehicle may start after jump assistance.,"Low system voltage event. Battery discharge is plausible but alternator, cable/ground, parasitic draw or connection fault must be excluded.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","'Jump-start' is an action, not a DTC diagnosis. Use DTC only as supporting evidence."
BATTERY_REPLACE,P0560,System Voltage Malfunction,Supportive only,Supports low-voltage history only; 12-V battery replacement requires a capacity/conductance/load test.,Repeated no-start/slow crank; low voltage after charging; electrical resets; battery fails capacity test.,Battery replacement candidate only after state-of-health/capacity test confirms battery failure.,"Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","No generic OBD DTC says 'replace 12-V battery'. P056x is voltage evidence, not replacement proof."
BATTERY_REPLACE,P0561,System Voltage Unstable,Supportive only,Supports low-voltage history only; 12-V battery replacement requires a capacity/conductance/load test.,Repeated no-start/slow crank; low voltage after charging; electrical resets; battery fails capacity test.,Battery replacement candidate only after state-of-health/capacity test confirms battery failure.,"Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","No generic OBD DTC says 'replace 12-V battery'. P056x is voltage evidence, not replacement proof."
BATTERY_REPLACE,P0562,System Voltage Low,Supportive only,Supports low-voltage history only; 12-V battery replacement requires a capacity/conductance/load test.,Repeated no-start/slow crank; low voltage after charging; electrical resets; battery fails capacity test.,Battery replacement candidate only after state-of-health/capacity test confirms battery failure.,"Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","No generic OBD DTC says 'replace 12-V battery'. P056x is voltage evidence, not replacement proof."
BATTERY_REPLACE,P0603,Internal Control Module Keep Alive Memory (KAM) Error,Supportive only,Supports low-voltage history only; 12-V battery replacement requires a capacity/conductance/load test.,Repeated no-start/slow crank; low voltage after charging; electrical resets; battery fails capacity test.,Battery replacement candidate only after state-of-health/capacity test confirms battery failure.,"Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail","S40, S60, V60, XC60","No generic OBD DTC says 'replace 12-V battery'. P056x is voltage evidence, not replacement proof."
BATTERY_TERMINAL_CLEAN,P0560,System Voltage Malfunction,Weak/Context,Supports voltage/network instability only; dirty/corroded terminals require visual inspection and voltage-drop testing.,Intermittent no-crank; voltage drop; flickering/resetting electronics; multiple low-voltage/network faults.,"High-resistance battery terminal/ground connection is possible, especially with visible corrosion or voltage drop.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail","S40, S60, V60, XC60",The DTC does not identify dirty terminals; physical inspection/voltage-drop testing is decisive.
BATTERY_TERMINAL_CLEAN,P0561,System Voltage Unstable,Weak/Context,Supports voltage/network instability only; dirty/corroded terminals require visual inspection and voltage-drop testing.,Intermittent no-crank; voltage drop; flickering/resetting electronics; multiple low-voltage/network faults.,"High-resistance battery terminal/ground connection is possible, especially with visible corrosion or voltage drop.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail","S40, S60, V60, XC60",The DTC does not identify dirty terminals; physical inspection/voltage-drop testing is decisive.
BATTERY_TERMINAL_CLEAN,P0562,System Voltage Low,Weak/Context,Supports voltage/network instability only; dirty/corroded terminals require visual inspection and voltage-drop testing.,Intermittent no-crank; voltage drop; flickering/resetting electronics; multiple low-voltage/network faults.,"High-resistance battery terminal/ground connection is possible, especially with visible corrosion or voltage drop.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail","S40, S60, V60, XC60",The DTC does not identify dirty terminals; physical inspection/voltage-drop testing is decisive.
BATTERY_TERMINAL_CLEAN,U0073,Control Module Communication Bus Off,Weak/Context,Supports voltage/network instability only; dirty/corroded terminals require visual inspection and voltage-drop testing.,Intermittent no-crank; voltage drop; flickering/resetting electronics; multiple low-voltage/network faults.,"High-resistance battery terminal/ground connection is possible, especially with visible corrosion or voltage drop.","Corolla, Axio, Vitz, Hilux","March, Note, Sunny, X-Trail","S40, S60, V60, XC60",The DTC does not identify dirty terminals; physical inspection/voltage-drop testing is decisive.
CLUTCH_WORN,P0810,Clutch Position Control Error,P0811 strong for slippage; others subsystem-only,P0811 directly supports excessive clutch slip; actuator codes indicate clutch-system control faults but do not prove friction-disc wear.,Engine RPM rises without proportional vehicle speed; poor take-off; burning-clutch smell; clutch/gear engagement warning on automated systems.,Excessive clutch slip or clutch-actuator/control fault. Friction-disc wear must be confirmed physically/through slip testing.,Manual/AMT variants only,Manual/AMT variants only,Manual/automated-manual variants; exact platform dependent,P0811 is useful evidence of excessive clutch slippage; it still does not prove the friction disc alone is worn.
CLUTCH_WORN,P0811,Excessive Clutch Slippage,P0811 strong for slippage; others subsystem-only,P0811 directly supports excessive clutch slip; actuator codes indicate clutch-system control faults but do not prove friction-disc wear.,Engine RPM rises without proportional vehicle speed; poor take-off; burning-clutch smell; clutch/gear engagement warning on automated systems.,Excessive clutch slip or clutch-actuator/control fault. Friction-disc wear must be confirmed physically/through slip testing.,Manual/AMT variants only,Manual/AMT variants only,Manual/automated-manual variants; exact platform dependent,P0811 is useful evidence of excessive clutch slippage; it still does not prove the friction disc alone is worn.
CLUTCH_WORN,P0900,Clutch Actuator Circuit / Open,P0811 strong for slippage; others subsystem-only,P0811 directly supports excessive clutch slip; actuator codes indicate clutch-system control faults but do not prove friction-disc wear.,Engine RPM rises without proportional vehicle speed; poor take-off; burning-clutch smell; clutch/gear engagement warning on automated systems.,Excessive clutch slip or clutch-actuator/control fault. Friction-disc wear must be confirmed physically/through slip testing.,Manual/AMT variants only,Manual/AMT variants only,Manual/automated-manual variants; exact platform dependent,P0811 is useful evidence of excessive clutch slippage; it still does not prove the friction disc alone is worn.
CLUTCH_WORN,P0901,Clutch Actuator Circuit Range/Performance,P0811 strong for slippage; others subsystem-only,P0811 directly supports excessive clutch slip; actuator codes indicate clutch-system control faults but do not prove friction-disc wear.,Engine RPM rises without proportional vehicle speed; poor take-off; burning-clutch smell; clutch/gear engagement warning on automated systems.,Excessive clutch slip or clutch-actuator/control fault. Friction-disc wear must be confirmed physically/through slip testing.,Manual/AMT variants only,Manual/AMT variants only,Manual/automated-manual variants; exact platform dependent,P0811 is useful evidence of excessive clutch slippage; it still does not prove the friction disc alone is worn.
CLUTCH_WORN,P0902,Clutch Actuator Circuit Low,P0811 strong for slippage; others subsystem-only,P0811 directly supports excessive clutch slip; actuator codes indicate clutch-system control faults but do not prove friction-disc wear.,Engine RPM rises without proportional vehicle speed; poor take-off; burning-clutch smell; clutch/gear engagement warning on automated systems.,Excessive clutch slip or clutch-actuator/control fault. Friction-disc wear must be confirmed physically/through slip testing.,Manual/AMT variants only,Manual/AMT variants only,Manual/automated-manual variants; exact platform dependent,P0811 is useful evidence of excessive clutch slippage; it still does not prove the friction disc alone is worn.
CLUTCH_WORN,P0903,Clutch Actuator Circuit High,P0811 strong for slippage; others subsystem-only,P0811 directly supports excessive clutch slip; actuator codes indicate clutch-system control faults but do not prove friction-disc wear.,Engine RPM rises without proportional vehicle speed; poor take-off; burning-clutch smell; clutch/gear engagement warning on automated systems.,Excessive clutch slip or clutch-actuator/control fault. Friction-disc wear must be confirmed physically/through slip testing.,Manual/AMT variants only,Manual/AMT variants only,Manual/automated-manual variants; exact platform dependent,P0811 is useful evidence of excessive clutch slippage; it still does not prove the friction disc alone is worn.
